Order,Category,Subcategory,Style,Brand,Product,Rating,IB,Release,ABV,Age,Interpolated Date,Chang,Canal's Mt. Ephraim,Cask Strength Society,FWGS,Kreston,Mawl's & Seelbach's,PWS,Redstone,Roger Wilco Pennsauken,SJBD 1,SJBD 2,Somerville Super Saver,?,Distillery 1,Distillery 2,Distillery 3,Distillery 4,Distillery 5,Distillery 6,Distillery 7,Distillery 8,Distillery 9
574,Scotch,Lowland,,Auchentoshan,5.69 Triple Whammy 17,2.5,Scotch Malt Whisky Society,,,17,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
575,Scotch,Islay,,Caol Ila,53.270 Preparation for Skinny Dipping 7,4,Scotch Malt Whisky Society,,,7,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
576,Scotch,Highland,Light Smoke/Sherry,Tomatin,Cu Bocan,2,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
577,Rye,New York,,Hudson,Manhattan Rye,2.5,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
578,Rye,Maryland,Creative,Sagamore,Cognac Finish,3,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
579,Rye,Maryland,Port,Sagamore,Port Finish,2.5,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
580,Rye,California,,Old Potrero,Single Malt Rye,3.5,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
581,Rye,Pennsylvania,Creative,Dad's Hat,Maple Finish,3.5,,,,,10/5/2019,,,,,,,,,,,,,,,,,,,,,,
582,Scotch,Highland,,Inchmurrin,10 CS,3,,,,10,10/12/2019,,,,,,,,,,,,,,,,,,,,,,
583,Scotch,Speyside,Light Smoke,Shieldaig,12,3.5,,,,12,10/12/2019,,,,,,,,,,,,,,,,,,,,,,
584,Scotch,Highland,Malt,Grangestone,12,3,,,,12,10/12/2019,,,,,,,,,,,,,,,,,,,,,,
585,Scotch,Highland,Malt,Grangestone,12 Bourbon Cask Finish,3,,,,12,10/12/2019,,,,,,,,,,,,,,,,,,,,,,
586,Rye,"Washington, DC",,Republic Restoratives,Rodham Rye,2.5,,,,,10/12/2019,,,,,,,,,,,,,,,,,,,,,,
587,Bourbon,"Washington, DC",,Republic Restoratives,Bourough Bourbon,4,,,,,10/16/2019,,,,,,,,,,,,,,,,,,,,,,
588,Scotch,Islay,Smoke,Lagavulin,11 Offerman Edition,4,,,,11,10/16/2019,,,,,,,,,,,,,,,,,,,,,,
589,Scotch,Highland,Malt,Deanston,12,3.5,,,,12,10/16/2019,,,,,,,,,,,,,,,,,,,,,,
590,Scotch,Highland,Rum,Grangestone,Rum Cask Finish,3,,,,,10/16/2019,,,,,,,,,,,,,,,,,,,,,,
591,Scotch,Highland,Sherry,Grangestone,Sherry Cask Finish,2.5,,,,,10/18/2019,,,,,,,,,,,,,,,,,,,,,,
592,Scotch,Speyside,,Mortlach,Rare Old,3.5,,,,,10/18/2019,,,,,,,,,,,,,,,,,,,,,,
593,Rye,Pennsylvania,,Dad's Hat,Cask Strength,4,,,,,7/27/2019,,4.5,,,,,4.5,,,,,,,2.5,4.5,3,3.5,3,3.5,4,4,3.5
594,Scotch,Highland,,Clynelish,Reserve,3,,,,,10/18/2019,,,,,,,,,,,,,,,,,,,,,,
595,Scotch,Blended Scotch,Light Smoke,Teacher's,Highland Cream,4,,,,,10/18/2019,,,,,,,,,,,,,,,,,,,,,,
596,Scotch,Highland,Sherry,Glengoyne,Legacy,4,,1,,,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
597,Irish,Single Malt,Sherry,Irish Single Malt #1 (Bushmills),15,3.5,That Boutique-y Whisky Company,B5,,15,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
598,Japanese,Blended,,Japanese Blended Whisky #1,21,3,That Boutique-y Whisky Company,B3,,21,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
599,Scotch,Speyside,,Benrinnes,17,2.5,That Boutique-y Whisky Company,B7,,17,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
600,World,South African,Sherry,James Sedgwick,Three Ships,5,That Boutique-y Whisky Company,B2,,,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
601,Scotch,Islay,,Bowmore,15,4.5,That Boutique-y Whisky Company,B11,,15,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
602,Scotch,Islay,Smoke,Ardbeg,12,4,That Boutique-y Whisky Company,B15,,12,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
603,Scotch,Islay,,Islay #2 (Laphroaig via Ardbeg),25,4,That Boutique-y Whisky Company,B2,,25,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
604,Scotch,Speyside,,Glen Elgin,9,3.5,That Boutique-y Whisky Company,B9,,9,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
605,Scotch,Lowland,,Auchentoshan,10,4.5,That Boutique-y Whisky Company,B7,,10,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
606,Scotch,Speyside,,Glenrothes,20,3.5,That Boutique-y Whisky Company,B6,,20,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
607,Scotch,Speyside,,Aultmore,20,2.5,That Boutique-y Whisky Company,B9,,20,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
608,Scotch,Highland,Sherry,Dalmore,15,4,That Boutique-y Whisky Company,B5,,15,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
609,Scotch,Highland,,Deanston,18,3.5,That Boutique-y Whisky Company,B4,,18,10/22/2019,,,,,,,,,,,,,,,,,,,,,,
610,Scotch,Islay,Smoke,Port Charlotte,13,4.5,That Boutique-y Whisky Company,B8,,13,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
611,Rye,Texas,,Balcones,Texas Rye,4,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
612,Bourbon,,,1792,Full Proof,3.5,,,,,10/25/2019,,,,,,,,,4,,,,,,,,,,,,,
613,Rye,,,Kentucky Owl,10 Rye,3.5,,,,10,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
614,Scotch,Campbeltown,Rum/Medium Smoke,Glen Scotia,Rum Cask Finish,2.5,,2019,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
615,World,Taiwanese,,Kavalan,Distillery Select,4,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
616,Japanese,Single Malt,,Nikka,Coffey Malt,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
617,Scotch,Highland,Sherry,Tomatin,18,2,,,,18,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
618,American SM,California,Creative,St. George,Baller,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
619,Bourbon,,,Peerless,,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
620,Scotch,Speyside,Sherry,Aberlour,12,4,,,,12,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
621,Bourbon,New York,,Widow Jane,The Vaults 14,3.5,,,,14,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
622,American,New York,Creative,Widow Jane,Applewood Rye Mash,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
623,Scotch,Speyside,Sherry,Macallan,Gold,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
624,Scotch,Island,Light Smoke,Jura,Seven Wood,3.5,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
625,Bourbon,Finished,Wine,Jefferson's,Grand Selection Chateau Pichon Baron,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
626,Scotch,Lowland,,Auchentoshan,American Oak,3,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
627,Bourbon,,,Yellowstone,9 Limited Edition,3,,2019,,9,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
628,American SM,Virginia,Creative,Virginia,Cider Cask Virginia-Higland,2.5,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
629,Bourbon,"Washington, DC",,Joseph Magnus,,2.5,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
630,Scotch,Island,Medium Smoke/Sherry,Talisker,Skye,3.5,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
631,Scotch,Campbeltown,,Glen Scotia,1832 Campbeltown,4.5,,,,,10/25/2019,,,,,,,,,,,,,,,,,,,,,,
632,Bourbon,Blended,,Barrell,Bourbon Batch 020,3.5,,,,10,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
633,Japanese,Single Malt,,Akashi,Single Malt,2.5,,,,,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
634,Japanese,Pure Malt,Sherry,Kurayoshi,Sherry Cask 8,3,,,,8,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
635,Japanese,Rice,,Ohishi,Sakura,2,,,,,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
636,Japanese,Rice,,Ohishi,Tokubetsu,2.5,,,,,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
637,American SM,,,Barrell,American Vatted Malt,3.5,,,,,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
638,Japanese,Rice,,Fukano,Vault Reserve 2,3.5,,,,,10/27/2019,,,,,,,,,,,,,,,,,,,,,,
639,Bourbon,,,Elijah Craig,Barrel Proof,3.5,,B519,,12,10/30/2019,,,,,,,,,,,,,,,,,,,,,,
640,American,Pennsylvania,Wine,Kinsey,Zinfandel Cask Finish,3.5,,,,,10/30/2019,,,,,,,,,,,,,,,,,,,,,,
641,Bourbon,,,Rowan's Creek,,3,,,,,11/1/2019,,,,,,,,,,,,,,,,,,,,,,
642,Bourbon,Wyoming,,Wyoming,Private Stock,0,,,,,11/1/2019,,,4,,,,,,,,,,,,,,,,,,,
643,Rye,Wisconsin,,Driftless Glen,Single Barrel,0,,,,,11/1/2019,,,,,,2.5,,,,,,,,,,,,,,,,
644,Bourbon,New York,,Taconic,Barrel Strength,2.5,,,,,11/1/2019,,,,,,,,,,,,,,,,,,,,,,
645,Bourbon,New York,,Widow Jane,Baby Jane 1,3,,,,1,11/7/2019,,,,,,,,,,,,,,,,,,,,,,
646,World,Welsh,Madeira,Penderyn,Legend,3,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
647,World,Welsh,Madeira,Penderyn,Myth,3,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
648,World,Welsh,,Penderyn,Celt,2.5,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
649,World,Welsh,Light Smoke,Penderyn,Madeira,3.5,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
650,World,Welsh,Wine,Penderyn,Rich Oak,4,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
651,World,Welsh,Sherry,Penderyn,Sherrywood,2.5,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
652,World,Welsh,Light Smoke,Penderyn,Peated,3.5,,,,,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
653,Scotch,Highland,Malt,Edradour,10 Distillery Edition,3.5,,,,10,11/13/2019,,,,,,,,,,,,,,,,,,,,,,
654,Scotch,Blended Malt,Fruit,Wardhead,22,3,r/Scotch,,,22,11/15/2019,,,,,,,,,,,,,,,,,,,,,,
655,Scotch,Highland,Medium Smoke,Ardmore,11,4.5,r/Scotch,,,11,11/15/2019,,,,,,,,,,,,,,,,,,,,,,
656,Scotch,Island,Medium Smoke,Talisker,57° North,4.5,,,,,11/15/2019,,,,,,,,,,,,,,,,,,,,,,
657,Scotch,Blended,Light Smoke,Compass Box,Great King St. Experimental 00-V4,2.5,,,,,11/16/2019,,,,,,,,,,,,,,,,,,,,,,
658,Scotch,Islay,Smoke/Wine,Port Charlotte,CC:01,4.5,,,,8,11/16/2019,,,,,,,,,,,,,,,,,,,,,,
659,American,Tennessee,,Jack Daniel's,Single Barrel Select,4,,,,,11/17/2019,,,,,,,,,,,,,,,,,,,,,,
660,Bourbon,,,Knob Creek,Single Barrel 14,0,,,,14,11/21/2019,,,,,,,3,,,5,,,,,,,,,,,,
661,Bourbon,,,Orphan Barrel,Rhetoric 24,4.5,,,,24,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
662,Bourbon,,,Stagg Jr.,,4,,8,,8,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
663,Bourbon,Nevada,,Smoke Wagon,,2.5,,,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
664,Bourbon,Nevada,Sherry,Infuse,Broken Barrel,3.5,,,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
665,Bourbon,,,Heaven Hill,6,4,,,,6,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
666,American,Wheat/Oat,Creative,High West,Valley Tan,2.5,,,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
667,Irish,Single Malt,Wine,Tyrconnell,16 Oloroso & Moscatel Cask Finish,3,,,,16,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
668,Bourbon,,,Willett,80th Anniversary,2.5,,,,4,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
669,Rye,,,Russell's Reserve,Single Barrel Rye,3.5,,,,6,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
670,Bourbon,,,George T. Stagg,,4.5,,2017,,15,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
671,Bourbon,,,Bomberger's,Declaration,3.5,,2019,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
672,Bourbon,,,Kentucky Owl,Confiscated,2.5,,,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
673,Bourbon,,,Michter's,Toasted Barrel Finish Sour Mash,4,,,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
674,Scotch,Speyside,,Braes of Glenlivet,23,4,Exclusive Malts,1994,,23,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
675,Scotch,Island,,Ledaig,13,4,Single Cask Nation,,,13,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
676,Bourbon,,Wheat,Larceny,Barrel Proof,3,,A120,,6,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
677,Bourbon,,,Little Book,The Easy,3,,3,,,11/21/2019,,,,,,,,,,,,,,,,,,,,,,
678,Bourbon,Finished,Rum,Blood Oath,Pact V,5,,,,,11/22/2019,,,,,,,,,,,,,,,,,,,,,,
679,Bourbon,Tennessee,Smoke,Corsair,Triple Smoke,3,,,,,11/22/2019,,,,,,,,,,,,,,,,,,,,,,
680,Scotch,Islay,Smoke,Laphroaig,15,4,,,,15,11/28/2019,,,,,,,,,,,,,,,,,,,,,,
681,Bourbon,,Wheat,Maker's Mark,Private Select,4,,,,,11/21/2019,3.5,,,,,,,4,4,,,,,,,,,,,,,
682,Scotch,Blended,Malt,Compass Box,Great King St. Artist's Blend,0,,,,,11/30/2019,,,,,,,,,,,,,,,,,,,,,,
683,Bourbon,,,Jefferson's,Ocean,0,,10,,,12/2/2019,,,,,,,,,3,,,,,,,,,,,,,
684,Scotch,Speyside,,Crown Royal,Single Barrel,0,,,,,12/2/2019,,,,,,,,,4,,,,,,,,,,,,,
685,American,Tennessee,,Heaven's Door,Tennessee,2.5,,,,,12/2/2019,,,,,,,,,,,,,,,,,,,,,,
686,Bourbon,Finished,,Heaven's Door,Double Barrel,3.5,,,,,12/2/2019,,,,,,,,,,,,,,,,,,,,,,
687,Rye,Tennessee,,Heaven's Door,Rye,2.5,,,,,12/2/2019,,,,,,,,,,,,,,,,,,,,,,
688,Rye,,,Knob Creek,Single Barrel Rye,0,,,,6,12/2/2019,,,,,,,,,4,,,,,,,,,,,,,
689,Scotch,Highland,Sherry,Glengoyne,18,3.5,,,,18,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
690,Scotch,Highland,Sherry,Glengoyne,21,3.5,,,,21,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
691,Scotch,Speyside,Sherry,Tamdhu,12,4,,,,12,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
692,Scotch,Speyside,Sherry,Tamdhu,15,4.5,,,,15,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
693,Scotch,Speyside,Sherry,Tamdhu,Batch Strength,4.5,,4,,,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
694,Scotch,Highland,Sherry,Glengoyne,Teapot Dram,4.5,,6,,,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
695,Scotch,Highland,Sherry,Glengoyne,15,2.5,,,,15,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
696,Scotch,Highland,Sherry,Glengoyne,10,3.5,,,,10,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
697,Scotch,Highland,Sherry,Glengoyne,17,2.5,,,,17,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
698,Scotch,Highland,,Edradour,Straight from the Cask Sherry,4.5,,,,10,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
699,World,Taiwanese,Sherry,Kavalan,Solist,3,,,,,12/5/2019,,,,,,,,,,,,,,,,,,,,,,
700,Scotch,Blended Malt,Light Smoke,Cadenhead's,Campbeltown PBS,4,,,,,12/6/2019,,,,,,,,,,,,,,,,,,,,,,
701,Scotch,Campbeltown,,Glen Scotia,16,4,,,,16,12/6/2019,,,,,,,,,,,,,,,,,,,,,,
702,Scotch,Lowland,Medium Smoke,Aerstone,Land Cask,3.5,,,,,12/6/2019,,,,,,,,,,,,,,,,,,,,,,
703,Bourbon,Pennsylvania,,Wigle,,3,,,,,12/6/2019,,,,,,,,,,,,,,,,,,,,,,
704,Scotch,Highland,,Tullibardine,The Murray,4,,,,12,12/6/2019,,,,,,,,,,,,,,,,,,,,,,
705,Scotch,Single Grain,,Port Dundas,21 Sherry,2.5,Barrel to Bottle,,,21,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
706,Scotch,Islay,Smoke,Ardbeg,Supernova,3.5,,,,,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
707,Scotch,Single Grain,,Invergordon,29 American Oak,4,Barrel to Bottle,,,29,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
708,Scotch,Island,,Highland Park,Full Volume,2.5,,,,,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
709,Scotch,Speyside,Sherry,Macallan,15 Triple Cask,3,,,,15,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
710,World,Czech,,GoldCock,2008 Single Grain,3,,,,,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
711,Scotch,Islay,Smoke,Laphroaig,Select,2,,,,,12/20/2019,,,,,,,,,,,,,,,,,,,,,,
712,Flavored,Vermont,Maple,Vermont Spirits,No. 14,3.5,,,,,12/24/2019,,,,,,,,,,,,,,,,,,,,,,
713,Scotch,Blended,,Chivas Regal,18,2.5,,,,18,1/1/2020,,,,,,,,,,,,,,,,,,,,,,
714,Scotch,Blended,Sherry,Chivas Regal,Extra,3,,,,,1/1/2020,,,,,,,,,,,,,,,,,,,,,,
715,Scotch,Speyside,Sherry,Glenfarclas,25 CS,4.5,,,,25,1/3/2020,,,,,,,,,,,,,,,,,,,,,,
716,Scotch,Highland,Port,Dalmore,Port Wood,4,,,,,1/4/2020,,,,,,,,,,,,,,,,,,,,,,
717,Scotch,Blended,Smoke,Black Bottle,(Old Recipe),4,,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
718,Scotch,Blended,Smoke,Black Bottle,(New Recipe),3.5,,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
719,Bourbon,,,The Whisky Agency,Bourbon Style (Heaven Hill) 9,4.5,,,,9,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
720,Scotch,Speyside,Sherry,Craigellachie,12,4.5,Berry Bros. & Rudd,2019,,12,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
721,Scotch,Campbeltown,Medium Smoke/Port,Longrow,11 Port Cask,5,Cadenhead's,2007,,11,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
722,Scotch,Highland,,Glen Garioch,12,3.5,,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
723,American,Oregon,Creative,Rogue,Dead Guy Whiskey,2.5,,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
724,American,Ohio,Creative,Smokin, ,3.5,,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
725,Bourbon,,,William Larue Weller,,4.5,,2017,,12,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
726,Scotch,Highland,,Old Pulteney,52.27 Hot Sauce in a Washback 11,4,Scotch Malt Whisky Society,,,,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
727,Scotch,Islay,Smoke,Laphroaig,18,2,,,,18,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
728,Scotch,Speyside,,Linkwood,39.169 Yummy Rummy 29,3.5,Scotch Malt Whisky Society,,,29,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
729,Scotch,Islay,,Bunnahabhain,28,4,Alexander Murray,,,28,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
730,Scotch,Islay,Smoke,Bowmore,30,4,Single Cask Nation,,,30,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
731,Bourbon,,,Old Fitzgerald,Bottled in Bond,3,,,,4,1/9/2020,,,,,,,,,,,,,,,,,,,,,,
732,Scotch,Blended,,Johnnie Walker,A Song of Fire,2.5,,,,,1/17/2020,,,,,,,,,,,,,,,,,,,,,,
733,Rye,,,Thomas H. Handy,,5,,2018,,6,1/19/2020,,,,,,,,,,,,,,,,,,,,,,
734,Scotch,Highland,Wine,Edradour,Straight from the Cask Sauternes,4.5,,,,,1/24/2020,,,,,,,,,,,,,,,,,,,,,,
735,Scotch,Highland,,Tomatin,12 French Oak,3,,,,,1/31/2020,,,,,,,,,,,,,,,,,,,,,,
736,Flavored,Irish,Coffee,Jameson,Cold Brew,3,,,,,2/19/2020,,,,,,,,,,,,,,,,,,,,,,
737,Scotch,Single Grain,,North of Scotland,1964 43,5,Scott's Selection,,,43,2/21/2020,,,,,,,,,,,,,,,,,,,,,,
738,Scotch,Speyside,Sherry,GlenAllachie,12,3.5,,,,12,2/21/2020,,,,,,,,,,,,,,,,,,,,,,
739,Scotch,Speyside,Sulphur,GlenAllachie,10,4,Battlehill,,,10,2/21/2020,,,,,,,,,,,,,,,,,,,,,,
740,Scotch,Highland,Sherry,Grangestone,25 Sherry,2.5,,,,,2/21/2020,,,,,,,,,,,,,,,,,,,,,,
741,Scotch,Speyside,,Tamnavulin,Double Cask,2,,,,,2/21/2020,,,,,,,,,,,,,,,,,,,,,,
742,Scotch,Highland,Wine,Glendronach,Sauternes 12,4,,,,,2/22/2020,,,,,,,,,,,,,,,,,,,,,,
743,Flavored,South Carolina,Apple,William Wolf,Apple,3.5,,,,,2/22/2020,,,,,,,,,,,,,,,,,,,,,,
744,Flavored,Rye,Creative,Slow & Low,Rock & Rye,2.5,,,,,2/29/2020,,,,,,,,,,,,,,,,,,,,,,
745,New Make,American Single Malt,,New Liberty,White Whiskey,3.5,,,,,3/5/2020,,,,,,,,,,,,,,,,,,,,,,
746,American,American/Irish,,New Liberty,Brothership,3,,,,,3/5/2020,,,,,,,,,,,,,,,,,,,,,,
747,Flavored,Chocolate,,New Liberty,Cacao,4,,,,,3/5/2020,,,,,,,,,,,,,,,,,,,,,,
748,Scotch,Speyside,,Craigellachie,9,4,Hepburn's Choice,2004,,9,3/6/2020,,,,,,,,,,,,,,,,,,,,,,
749,Scotch,Campbeltown,Smoke,Longrow,Peated,4,,,,,3/6/2020,,,,,,,,,,,,,,,,,,,,,,
750,Scotch,Lowland,,Auchentoshan,Distillery Cask Oloroso 8,4,,,,8,3/6/2020,,,,,,,,,,,,,,,,,,,,,,
751,Scotch,Blended Malt,,Michel Covreur,Overaged 12,2,,,,12,3/6/2020,,,,,,,,,,,,,,,,,,,,,,
752,Bourbon,Tennessee,,Kirkland,7,2.5,,,,7,3/13/2020,,,,,,,,,,,,,,,,,,,,,,
752,Flavored,Creative,,Skrewball,,4,,,,,3/20/2020,,,,,,,,,,,,,,,,,,,,,,
753,Rye,,,Knob Creek,Twice Barreled,2.5,,,,,3/23/2020,,,,,,,,,,,,,,,,,,,,,,
754,Bourbon,,,Jim Beam,Devil's Cut,3,,,,,4/20/2020,,,,,,,,,,,,,,,,,,,,,,
755,Rye,,,Rittenhouse,Bottled in Bond (Old Label),4,,,,4,5/3/2020,,,,,,,,,,,,,,,,,,,,,,
756,Bourbon,,,Russell's Reserve,Single Barrel,0,,,,,5/10/2020,,,,,,,,,,,,4.5,,,,,,,,,,
757,Scotch,Islay,Smoke/Sherry,Ardbeg,Wee Beastie 5,4,,,,5,5/11/2020,,,,,,,,,,,,,,,,,,,,,,
